session_id,user_id,start_time,duration_seconds,device_type,os,referrer,conversion_status
sess_9586e7aced,user_000076,2025-01-29T11:05:44,640,desktop,macOS,instagram,abandoned
sess_be8377eb49,user_000063,2025-03-17T15:20:23,1954,tablet,Android,instagram,converted
sess_04f82ff256,user_000400,2025-01-28T02:45:45,1954,mobile,Android,instagram,browsing
sess_b565c8aa4b,user_000188,2025-03-23T17:52:35,1282,mobile,Android,direct,converted
sess_04973cd120,user_000066,2025-02-10T08:53:03,270,mobile,iOS,google_search,browsing
sess_269f758bbe,user_000408,2025-03-01T12:13:16,1945,desktop,Linux,whatsapp,converted
sess_0600de2fb6,user_000315,2025-02-07T06:31:38,1189,desktop,Windows,word_of_mouth,abandoned
sess_66033c08b3,user_000033,2025-01-22T06:31:37,1978,mobile,Android,direct,abandoned
sess_4cbfedd0c1,user_000247,2025-01-27T10:14:42,1404,tablet,Android,word_of_mouth,browsing
sess_f79c24cf46,user_000221,2025-01-15T22:57:11,1756,desktop,Windows,word_of_mouth,converted
sess_272d674fdd,user_000413,2025-03-09T17:01:16,2714,mobile,iOS,instagram,converted
sess_ee8c67141c,user_000436,2025-01-26T05:48:08,704,tablet,iPadOS,google_search,converted
sess_74deeebf20,user_000394,2025-02-02T07:18:46,2876,desktop,Linux,google_search,abandoned
sess_e80ea1ce95,user_000212,2025-01-10T01:12:35,2054,desktop,Windows,whatsapp,browsing
sess_5d89bd7f85,user_000247,2025-03-16T21:53:01,3436,tablet,iPadOS,direct,abandoned
sess_4b46ee357e,user_000468,2025-03-27T20:43:34,2553,tablet,iPadOS,instagram,converted
sess_99c7e68306,user_000416,2025-03-29T07:58:21,2298,desktop,Windows,facebook,converted
sess_421012ae10,user_000373,2025-01-16T21:55:54,1540,mobile,Android,facebook,abandoned
sess_d8c54ee060,user_000074,2025-02-03T05:09:12,716,tablet,iPadOS,google_search,converted
sess_70579e5e04,user_000441,2025-02-14T23:59:22,409,mobile,iOS,sms_campaign,abandoned
sess_c260d57902,user_000153,2025-02-09T12:04:40,153,mobile,Android,instagram,abandoned
sess_4fc1f05f79,user_000336,2025-01-29T21:19:57,471,desktop,Windows,direct,converted
sess_a6995c6779,user_000002,2025-03-08T03:48:11,2202,desktop,Linux,word_of_mouth,browsing
sess_e82b5ae27c,user_000328,2025-02-26T07:58:24,551,tablet,iPadOS,word_of_mouth,browsing
sess_88d8ee0be6,user_000325,2025-01-15T04:00:27,906,desktop,macOS,google_search,abandoned
sess_7073384afb,user_000082,2025-02-16T15:17:50,963,desktop,Windows,sms_campaign,browsing
sess_b48a26e289,user_000206,2025-01-02T23:18:05,317,tablet,iPadOS,whatsapp,browsing
sess_be2e167d7e,user_000375,2025-01-30T17:49:09,3012,desktop,macOS,facebook,abandoned
sess_1a13fc970c,user_000210,2025-03-26T03:12:41,239,mobile,Android,whatsapp,browsing
sess_08b1681648,user_000243,2025-03-08T21:28:43,1194,tablet,iPadOS,whatsapp,converted
sess_0dae078531,user_000060,2025-03-12T11:06:20,3025,mobile,Android,google_search,converted
sess_89b08afb48,user_000365,2025-02-20T12:17:52,2983,tablet,Android,whatsapp,browsing
sess_93b6e716b8,user_000117,2025-03-13T13:20:34,2928,tablet,iPadOS,sms_campaign,abandoned
sess_5a97e3a3be,user_000325,2025-01-09T16:16:39,2181,mobile,Android,direct,browsing
sess_cde1e2bb20,user_000487,2025-03-20T04:39:20,462,desktop,Linux,facebook,abandoned
sess_4aa54564fd,user_000089,2025-03-22T00:53:27,3186,desktop,Linux,whatsapp,abandoned
sess_1592979cbb,user_000185,2025-03-12T06:48:26,2173,desktop,Linux,direct,browsing
sess_002a35566d,user_000308,2025-03-25T02:41:03,2575,tablet,Android,word_of_mouth,browsing
sess_aba19ff42c,user_000329,2025-01-18T05:28:37,2302,desktop,macOS,sms_campaign,browsing
sess_7e06dc26f8,user_000087,2025-02-20T15:42:13,2400,tablet,Android,sms_campaign,abandoned
sess_bcb7a1c746,user_000345,2025-02-05T19:56:35,1452,tablet,iPadOS,google_search,browsing
sess_c683932e17,user_000123,2025-02-23T23:47:03,2916,tablet,iPadOS,instagram,converted
sess_85ff0fc7e1,user_000238,2025-03-12T00:38:17,3285,mobile,iOS,whatsapp,converted
sess_a9531647ad,user_000466,2025-01-18T22:40:56,914,mobile,iOS,whatsapp,converted
sess_608f20f7a5,user_000451,2025-03-02T07:10:12,2845,mobile,Android,google_search,abandoned
sess_ae35cec9f1,user_000172,2025-02-10T14:38:14,374,mobile,Android,facebook,browsing
sess_eabcbfea67,user_000252,2025-02-08T09:34:25,1815,desktop,Linux,direct,converted
sess_04c8091cd3,user_000320,2025-03-24T06:39:32,2047,desktop,Linux,direct,browsing
sess_7af540586d,user_000441,2025-03-06T18:28:17,2313,tablet,iPadOS,word_of_mouth,converted
sess_92ab1007c3,user_000148,2025-01-28T17:52:45,2411,mobile,iOS,instagram,browsing
sess_0b650219d8,user_000052,2025-01-29T14:01:09,147,tablet,Android,sms_campaign,browsing
sess_1e222f7845,user_000226,2025-01-17T21:15:01,3129,mobile,Android,whatsapp,browsing
sess_2ae8c41043,user_000401,2025-02-23T11:01:24,1626,tablet,Android,instagram,abandoned
sess_6f8194a813,user_000200,2025-03-30T02:15:11,1654,mobile,iOS,direct,converted
sess_c1a70385f0,user_000226,2025-02-28T03:23:18,1213,desktop,Windows,direct,converted
sess_0df2ab7323,user_000055,2025-02-15T08:38:17,2291,mobile,Android,facebook,abandoned
sess_06abdd9837,user_000229,2025-01-08T05:12:55,2795,tablet,Android,facebook,converted
sess_0cd6111756,user_000463,2025-02-14T23:20:45,3094,desktop,Linux,word_of_mouth,converted
sess_2072d6b8b2,user_000423,2025-01-23T11:44:03,3429,tablet,iPadOS,direct,abandoned
sess_7499a472e9,user_000348,2025-01-12T13:16:42,1917,desktop,Linux,sms_campaign,abandoned
sess_7d5b6f1028,user_000037,2025-02-20T18:17:58,2727,mobile,iOS,instagram,converted
sess_24666d7bfa,user_000496,2025-01-29T08:06:02,2715,mobile,Android,sms_campaign,abandoned
sess_6151220b61,user_000321,2025-03-06T10:30:53,1949,desktop,Linux,sms_campaign,converted
sess_458524354c,user_000233,2025-02-25T06:19:01,216,mobile,iOS,sms_campaign,converted
sess_b217606805,user_000348,2025-03-30T22:25:40,1402,mobile,Android,sms_campaign,browsing
sess_211e69f3a8,user_000250,2025-02-20T09:12:22,1136,desktop,Linux,instagram,abandoned
sess_93fec058ca,user_000247,2025-01-17T00:02:47,252,mobile,Android,word_of_mouth,abandoned
sess_f5a297cb1e,user_000214,2025-02-16T04:49:26,3041,tablet,iPadOS,google_search,abandoned
sess_b10ce276f6,user_000285,2025-03-20T13:20:04,3375,desktop,macOS,whatsapp,abandoned
sess_8c95bda90e,user_000415,2025-03-09T07:13:37,1813,desktop,Windows,facebook,browsing
sess_1e1b8c684b,user_000329,2025-03-27T04:25:27,3442,mobile,Android,sms_campaign,abandoned
sess_e44d0a233d,user_000486,2025-01-29T09:57:58,2694,desktop,Windows,facebook,abandoned
sess_b774d9237f,user_000102,2025-02-28T21:25:55,646,tablet,iPadOS,google_search,abandoned
sess_ce26a076a9,user_000245,2025-02-15T01:48:27,1374,desktop,Linux,google_search,converted
sess_c530cefa71,user_000093,2025-01-17T18:03:22,695,tablet,iPadOS,instagram,abandoned
sess_50f1185842,user_000170,2025-01-26T08:15:44,1099,tablet,Android,instagram,converted
sess_2a3a2019fd,user_000096,2025-01-17T19:44:23,214,mobile,Android,sms_campaign,converted
sess_22c19705b5,user_000295,2025-01-17T06:15:24,3251,tablet,Android,whatsapp,converted
sess_a8871d77a6,user_000311,2025-01-12T04:21:57,654,desktop,Windows,whatsapp,converted
sess_7be64b5374,user_000061,2025-03-01T22:53:52,3015,mobile,Android,instagram,converted
sess_7ffb4a259f,user_000340,2025-02-01T17:07:28,611,mobile,Android,google_search,converted
sess_65fe3b3701,user_000281,2025-02-01T17:07:26,2270,desktop,macOS,instagram,abandoned
sess_c250c45624,user_000317,2025-01-06T23:20:55,1874,tablet,iPadOS,direct,converted
sess_ec90712fdd,user_000431,2025-01-17T17:54:48,1068,desktop,macOS,direct,converted
sess_7e762d95c4,user_000141,2025-03-16T02:57:14,428,desktop,Windows,facebook,abandoned
sess_9ff47b4f59,user_000058,2025-03-10T08:35:23,865,mobile,iOS,word_of_mouth,browsing
sess_09a6a04eef,user_000223,2025-03-28T09:00:11,1672,desktop,Windows,whatsapp,abandoned
sess_a7056ceb0a,user_000010,2025-03-14T17:20:57,2743,desktop,Linux,whatsapp,abandoned
sess_eaae8e16e5,user_000210,2025-03-30T03:58:11,1624,mobile,iOS,facebook,browsing
sess_5b570c300f,user_000452,2025-02-11T19:48:23,3533,tablet,iPadOS,facebook,browsing
sess_abe41ade47,user_000189,2025-03-08T10:38:31,2934,tablet,Android,instagram,converted
sess_9110c1d554,user_000262,2025-03-13T14:22:21,1014,tablet,Android,sms_campaign,converted
sess_d215289235,user_000418,2025-02-27T07:48:05,1167,mobile,Android,sms_campaign,browsing
sess_1f994a4c4d,user_000457,2025-03-20T11:53:41,2890,tablet,iPadOS,whatsapp,converted
sess_cd35daf7fd,user_000257,2025-02-25T17:12:53,3293,mobile,Android,direct,converted
sess_61af3f7337,user_000368,2025-02-09T13:51:09,61,desktop,Windows,instagram,abandoned
sess_205f7db4e7,user_000049,2025-02-11T15:27:02,1362,tablet,iPadOS,instagram,browsing
sess_cb0cab98b3,user_000277,2025-03-30T02:45:07,3047,mobile,Android,whatsapp,abandoned
sess_6146bcf4b7,user_000432,2025-03-08T17:52:50,3259,desktop,macOS,direct,abandoned
sess_1ea68387c0,user_000192,2025-03-08T06:07:36,1182,tablet,Android,direct,abandoned
sess_249fe341d5,user_000401,2025-01-13T16:48:01,3559,tablet,iPadOS,google_search,abandoned
sess_52d1ffce63,user_000363,2025-01-10T16:49:05,438,desktop,Linux,direct,browsing
sess_0ef051692d,user_000476,2025-03-18T06:33:55,115,desktop,macOS,whatsapp,abandoned
sess_ec6a8d248d,user_000016,2025-03-07T14:46:34,1818,desktop,macOS,word_of_mouth,browsing
sess_cb7f4f9ff4,user_000105,2025-01-24T13:59:21,2781,desktop,Linux,direct,converted
sess_09e9cac52a,user_000242,2025-02-19T01:05:59,1233,tablet,iPadOS,google_search,converted
sess_f202097960,user_000161,2025-02-16T17:22:20,2430,tablet,iPadOS,facebook,browsing
sess_1511252db0,user_000499,2025-01-11T22:40:44,2706,tablet,Android,whatsapp,converted
sess_baf1c32199,user_000465,2025-01-03T21:26:24,2140,tablet,Android,facebook,abandoned
sess_9f0253c35b,user_000375,2025-03-17T01:26:28,129,desktop,macOS,direct,browsing
sess_8b45f9f55f,user_000137,2025-01-09T22:26:22,362,mobile,Android,facebook,converted
sess_d480066132,user_000198,2025-02-28T22:15:25,1940,mobile,iOS,whatsapp,converted
sess_ddc9fb2c86,user_000283,2025-03-24T23:46:59,83,tablet,Android,google_search,abandoned
sess_4b8a3a7011,user_000047,2025-03-01T02:01:41,2979,tablet,Android,sms_campaign,abandoned
sess_1093e36f24,user_000294,2025-01-02T18:05:13,3067,mobile,iOS,facebook,converted
sess_5a1d7e266c,user_000046,2025-01-14T05:29:05,1779,mobile,Android,direct,converted
sess_2461e40030,user_000036,2025-03-20T14:38:57,1822,tablet,Android,facebook,browsing
sess_970f5c4260,user_000415,2025-03-04T16:57:44,636,tablet,Android,facebook,converted
sess_54f76bc31b,user_000497,2025-03-27T14:23:24,3269,tablet,Android,instagram,converted
sess_d48a140d86,user_000024,2025-02-02T02:55:56,1428,mobile,Android,whatsapp,abandoned
sess_f561a0528e,user_000486,2025-01-09T02:11:01,470,desktop,Linux,direct,browsing
sess_f2a6b58665,user_000367,2025-03-02T06:59:38,1579,mobile,Android,facebook,browsing
sess_9b2e3032c2,user_000441,2025-03-11T20:29:47,809,desktop,Linux,facebook,browsing
sess_0054b0f221,user_000353,2025-03-29T02:46:22,2431,mobile,iOS,google_search,browsing
sess_25ee672dfc,user_000351,2025-02-25T01:23:50,1454,mobile,iOS,direct,abandoned
sess_583fa7d281,user_000193,2025-03-15T16:02:43,3533,mobile,Android,facebook,converted
sess_a7afce37aa,user_000298,2025-01-06T22:29:09,2631,mobile,iOS,instagram,browsing
sess_3c9b286d69,user_000129,2025-01-24T14:10:28,117,mobile,iOS,direct,abandoned
sess_1f9343271f,user_000189,2025-02-04T08:14:04,2192,mobile,iOS,instagram,browsing
sess_1e2226d989,user_000293,2025-03-30T08:07:45,2062,tablet,iPadOS,sms_campaign,browsing
sess_697b51f2e4,user_000025,2025-03-14T20:35:15,3226,desktop,Windows,facebook,converted
sess_684afef58d,user_000339,2025-01-16T02:18:40,302,desktop,Windows,facebook,converted
sess_6c7d4ae449,user_000367,2025-02-12T14:43:36,2099,desktop,Windows,direct,browsing
sess_b4f220e519,user_000129,2025-02-08T10:27:02,867,mobile,iOS,instagram,converted
sess_94eefd6245,user_000041,2025-03-19T19:32:00,891,mobile,Android,google_search,abandoned
sess_d6a16fa68f,user_000185,2025-01-06T20:50:45,1301,tablet,Android,google_search,converted
sess_302d963786,user_000110,2025-03-18T07:07:03,1743,tablet,iPadOS,facebook,converted
sess_eb88523de4,user_000125,2025-01-26T07:34:22,888,mobile,iOS,sms_campaign,abandoned
sess_e73954b244,user_000395,2025-03-29T12:37:07,2663,desktop,Windows,instagram,converted
sess_ec96b55951,user_000044,2025-03-21T02:32:32,1459,mobile,Android,whatsapp,converted
sess_2210c57fac,user_000341,2025-01-26T16:57:47,2725,tablet,iPadOS,sms_campaign,browsing
sess_23aaa9ca03,user_000462,2025-01-02T18:06:38,182,tablet,iPadOS,sms_campaign,converted
sess_e06c95b00c,user_000420,2025-01-15T07:54:17,971,desktop,macOS,whatsapp,converted
sess_ef5752e33f,user_000012,2025-01-15T18:08:46,2041,tablet,iPadOS,facebook,converted
sess_d03b086ab9,user_000193,2025-03-02T10:22:37,1476,desktop,Linux,word_of_mouth,browsing
sess_d0fca66240,user_000242,2025-03-09T02:35:21,2900,mobile,Android,word_of_mouth,browsing
sess_44c112999d,user_000491,2025-01-12T17:28:06,3191,tablet,iPadOS,sms_campaign,browsing
sess_fbb75047ca,user_000406,2025-03-23T17:34:11,2641,desktop,Linux,direct,converted
sess_b8664e5a20,user_000029,2025-02-06T14:32:11,809,tablet,Android,whatsapp,browsing
sess_34c06587e2,user_000248,2025-03-06T22:53:18,1351,mobile,Android,sms_campaign,converted
sess_237bf589b4,user_000187,2025-02-07T11:42:58,319,desktop,Linux,instagram,browsing
sess_2f23d3da72,user_000164,2025-02-13T18:34:41,2301,desktop,macOS,direct,converted
sess_22cbc60c68,user_000272,2025-02-25T00:06:33,2711,desktop,macOS,sms_campaign,browsing
sess_e8fffcd6f1,user_000394,2025-02-07T02:39:48,1406,desktop,Windows,instagram,abandoned
sess_bc5f7f0364,user_000340,2025-03-16T00:47:21,1842,desktop,macOS,whatsapp,abandoned
sess_02282e151d,user_000355,2025-02-06T00:24:12,2491,desktop,Linux,direct,abandoned
sess_4b2c86bf3a,user_000336,2025-02-12T04:44:54,1075,desktop,macOS,google_search,browsing
sess_8abfdd0f01,user_000115,2025-02-25T19:39:37,1164,desktop,macOS,facebook,converted
sess_00805b771b,user_000146,2025-03-03T04:41:56,2967,desktop,macOS,sms_campaign,converted
sess_beac869391,user_000346,2025-03-23T12:22:11,1990,mobile,Android,direct,browsing
sess_0f91672ebb,user_000198,2025-01-22T11:38:12,406,mobile,iOS,whatsapp,browsing
sess_9b9ce028a1,user_000282,2025-03-18T20:15:29,2727,desktop,Linux,instagram,abandoned
sess_38d5407de4,user_000406,2025-03-18T20:02:14,3478,desktop,Windows,instagram,browsing
sess_bd9513f9e5,user_000406,2025-01-23T16:43:51,98,mobile,iOS,direct,browsing
sess_af00000317,user_000438,2025-02-11T10:40:29,641,desktop,Linux,direct,abandoned
sess_94344f38a2,user_000034,2025-03-19T15:05:52,2441,tablet,iPadOS,sms_campaign,abandoned
sess_033e646e79,user_000075,2025-02-02T23:02:31,2131,mobile,iOS,sms_campaign,abandoned
sess_c2a3571849,user_000283,2025-02-10T09:11:02,3366,tablet,iPadOS,sms_campaign,browsing
sess_affcab598c,user_000181,2025-01-18T07:14:33,2510,desktop,Linux,facebook,abandoned
sess_7ddcff13ce,user_000073,2025-01-11T23:16:42,1598,mobile,Android,whatsapp,abandoned
sess_820a48c3ad,user_000313,2025-03-16T09:06:57,1342,mobile,Android,google_search,abandoned
sess_facb6b2e99,user_000277,2025-01-09T03:04:11,640,tablet,iPadOS,sms_campaign,converted
sess_ab329882ba,user_000054,2025-01-22T15:42:35,2741,tablet,iPadOS,word_of_mouth,browsing
sess_6bd753efdc,user_000222,2025-02-22T18:18:24,1768,tablet,Android,direct,browsing
sess_a15d916f65,user_000326,2025-02-20T21:58:52,2027,mobile,Android,instagram,converted
sess_97736afe78,user_000129,2025-02-21T15:24:39,948,mobile,Android,facebook,converted
sess_0ed08a6a20,user_000382,2025-01-16T15:50:29,2268,desktop,Windows,word_of_mouth,converted
sess_78815dce64,user_000256,2025-03-01T04:02:13,1638,tablet,iPadOS,direct,converted
sess_154d2a642b,user_000487,2025-03-28T23:01:22,2035,desktop,macOS,facebook,browsing
sess_c02c11acb5,user_000376,2025-03-07T14:09:42,128,tablet,iPadOS,direct,abandoned
sess_e9f51b249f,user_000137,2025-03-02T21:57:05,2006,mobile,Android,direct,converted
sess_a1f67ef6ba,user_000149,2025-03-17T09:09:23,2453,tablet,iPadOS,google_search,converted
sess_5e30ac1609,user_000266,2025-01-11T03:12:38,3214,mobile,iOS,instagram,converted
sess_a370b1a2e6,user_000133,2025-03-16T11:49:54,2375,mobile,Android,word_of_mouth,abandoned
sess_e976264ae2,user_000469,2025-02-06T08:00:28,735,desktop,Windows,direct,converted
sess_c19715577d,user_000406,2025-01-03T20:30:21,1119,desktop,macOS,sms_campaign,abandoned
sess_9c94e4106c,user_000398,2025-02-15T20:32:31,1030,tablet,iPadOS,whatsapp,browsing
sess_0b55f8a5d4,user_000257,2025-02-01T19:34:37,2063,desktop,Linux,word_of_mouth,browsing
sess_738d26486b,user_000270,2025-03-13T01:13:04,3104,tablet,Android,instagram,abandoned
sess_b511a62a00,user_000242,2025-02-19T03:07:47,2251,mobile,iOS,sms_campaign,abandoned
sess_029e7ce61f,user_000115,2025-02-16T20:36:41,3386,tablet,iPadOS,google_search,browsing
sess_453c2b1470,user_000497,2025-03-29T23:12:54,1458,mobile,iOS,sms_campaign,abandoned
sess_69d09fbaff,user_000267,2025-01-29T04:56:09,1237,mobile,Android,google_search,abandoned
sess_9e17ca8e79,user_000270,2025-02-22T11:20:05,828,tablet,Android,instagram,abandoned
sess_dfeb36f6bb,user_000053,2025-01-09T01:24:15,806,tablet,iPadOS,word_of_mouth,browsing
sess_41c3522f8e,user_000275,2025-01-08T17:54:56,1186,desktop,Linux,facebook,abandoned
sess_bc400bb19f,user_000421,2025-03-18T15:14:44,1590,mobile,Android,google_search,browsing
sess_22ff651a70,user_000062,2025-01-24T15:02:41,3023,desktop,Windows,facebook,browsing
sess_3104354671,user_000153,2025-01-21T14:24:33,2987,desktop,Windows,facebook,abandoned
sess_b7f2174b07,user_000408,2025-03-02T01:38:00,307,tablet,iPadOS,whatsapp,browsing
sess_1dae6adf65,user_000194,2025-01-29T04:09:43,1068,desktop,Linux,facebook,converted
sess_05bee9a19e,user_000151,2025-01-18T04:38:51,2194,mobile,Android,whatsapp,abandoned
sess_b3ce24da93,user_000135,2025-01-14T20:32:17,2053,desktop,Windows,instagram,browsing
sess_c031c43f8d,user_000210,2025-02-25T20:09:22,3325,mobile,Android,whatsapp,browsing
sess_069ea8208b,user_000232,2025-01-26T19:33:00,865,mobile,Android,google_search,converted
sess_b0a59a8cb6,user_000098,2025-02-19T18:33:48,3442,tablet,Android,whatsapp,converted
sess_0e388b5df5,user_000010,2025-01-06T11:52:50,2957,tablet,Android,google_search,browsing
sess_ce360e9abf,user_000443,2025-02-25T18:18:01,1726,mobile,iOS,direct,browsing
sess_78411fa92e,user_000269,2025-02-11T21:45:00,466,tablet,Android,word_of_mouth,browsing
sess_5035ab6fe2,user_000017,2025-01-04T02:05:37,2495,desktop,Windows,whatsapp,browsing
sess_4f5b4ff115,user_000097,2025-03-15T01:46:01,3249,mobile,Android,direct,abandoned
sess_3982796a8c,user_000056,2025-02-25T06:58:59,744,tablet,iPadOS,whatsapp,converted
sess_afa9231bf8,user_000073,2025-02-03T05:39:58,801,mobile,Android,facebook,abandoned
sess_841672fdc2,user_000240,2025-02-09T16:58:53,383,tablet,Android,instagram,converted
sess_387f3ca636,user_000219,2025-03-18T19:32:42,2164,tablet,Android,instagram,browsing
sess_0792951a6d,user_000016,2025-02-17T15:24:13,1254,tablet,iPadOS,facebook,converted
sess_005148594f,user_000380,2025-03-12T13:41:23,2073,tablet,iPadOS,direct,converted
sess_184bff9305,user_000122,2025-02-27T15:31:23,515,tablet,iPadOS,google_search,browsing
sess_929cf6d413,user_000278,2025-03-23T19:30:20,396,tablet,Android,word_of_mouth,abandoned
sess_f1a81f1b26,user_000293,2025-03-20T03:27:00,1325,mobile,iOS,facebook,abandoned
sess_7fbe44dfbb,user_000492,2025-03-28T11:26:29,1661,mobile,iOS,sms_campaign,abandoned
sess_35c9d6b43a,user_000214,2025-01-07T17:48:52,2633,mobile,Android,sms_campaign,converted
sess_bb90b16c57,user_000463,2025-01-26T16:18:39,2240,tablet,Android,sms_campaign,abandoned
sess_69cb1cab6f,user_000158,2025-02-17T18:01:09,3522,mobile,Android,instagram,abandoned
sess_b98fce863b,user_000450,2025-02-12T21:46:15,1734,tablet,Android,sms_campaign,converted
sess_b034df3760,user_000385,2025-02-06T17:44:40,2303,mobile,iOS,word_of_mouth,converted
sess_b0ec0b9cf9,user_000063,2025-01-10T19:31:21,2806,tablet,Android,instagram,abandoned
sess_608f64a5f1,user_000011,2025-02-09T08:04:19,1719,desktop,Windows,whatsapp,abandoned
sess_6104dc9e63,user_000159,2025-03-01T08:26:02,3107,tablet,Android,facebook,converted
sess_f0ddf4219d,user_000054,2025-03-14T20:07:18,2885,desktop,Linux,instagram,converted
sess_dd25ef79f4,user_000270,2025-03-07T15:11:03,3488,desktop,Linux,whatsapp,browsing
sess_eae6adec78,user_000218,2025-01-03T16:03:25,2323,tablet,iPadOS,facebook,abandoned
sess_690148a3c3,user_000448,2025-02-08T09:01:32,822,mobile,iOS,facebook,converted
sess_e30a93b3a5,user_000101,2025-02-05T08:07:54,250,tablet,Android,whatsapp,browsing
sess_b5dc07d5cf,user_000378,2025-02-11T06:31:23,2520,mobile,iOS,facebook,browsing
sess_536de643d0,user_000158,2025-02-23T09:28:40,431,mobile,iOS,facebook,converted
sess_da2784a7ef,user_000279,2025-03-16T19:13:41,372,desktop,macOS,direct,browsing
sess_3cfc55dae3,user_000437,2025-03-04T02:07:26,246,tablet,Android,whatsapp,abandoned
sess_dd250abfb8,user_000423,2025-02-18T13:10:41,1959,mobile,Android,instagram,converted
sess_3ccff0fa5f,user_000088,2025-02-02T06:23:12,1123,desktop,Linux,direct,browsing
sess_90a04a4cc2,user_000213,2025-03-09T03:36:40,626,desktop,Linux,sms_campaign,abandoned
sess_79a0277837,user_000268,2025-03-22T23:55:44,2533,mobile,Android,word_of_mouth,abandoned
sess_ccce3f6400,user_000206,2025-03-14T18:38:45,3489,mobile,Android,whatsapp,abandoned
sess_e5ff6f9848,user_000147,2025-01-27T00:57:45,3488,tablet,Android,sms_campaign,abandoned
sess_598bc050ef,user_000005,2025-01-04T04:39:29,1252,tablet,iPadOS,google_search,converted
sess_8dc7590e16,user_000031,2025-01-16T04:08:39,1492,tablet,Android,instagram,converted
sess_b877db25c2,user_000439,2025-02-23T00:34:43,1841,desktop,Windows,facebook,abandoned
sess_d965e99cc9,user_000414,2025-02-06T08:02:28,2730,desktop,macOS,instagram,browsing
sess_6d57a40cf9,user_000258,2025-03-20T22:47:55,2330,tablet,Android,word_of_mouth,converted
sess_88f63739c5,user_000138,2025-01-09T18:48:02,722,tablet,iPadOS,direct,browsing
sess_18e878f34c,user_000093,2025-02-27T19:08:37,3233,desktop,Linux,sms_campaign,browsing
sess_bee564b7a6,user_000013,2025-03-28T10:40:49,2602,desktop,Windows,google_search,converted
sess_c923c800a7,user_000107,2025-03-11T21:14:40,3221,mobile,iOS,direct,browsing
sess_94afbf04cc,user_000021,2025-02-11T21:17:10,2078,tablet,Android,sms_campaign,browsing
sess_7175ca503c,user_000223,2025-03-10T23:49:17,3311,desktop,Windows,whatsapp,abandoned
sess_4491af7468,user_000386,2025-01-11T07:40:21,2244,mobile,Android,word_of_mouth,abandoned
sess_074a1ddff9,user_000429,2025-01-06T02:36:10,2438,desktop,macOS,instagram,browsing
sess_6465bb2464,user_000317,2025-01-18T05:55:23,610,mobile,Android,facebook,converted
sess_571fcfe040,user_000237,2025-01-17T20:12:02,878,desktop,macOS,direct,abandoned
sess_74c5cc1f49,user_000486,2025-02-10T19:11:28,3140,mobile,Android,word_of_mouth,abandoned
sess_378654cef0,user_000100,2025-02-18T15:22:31,3434,desktop,Linux,facebook,converted
sess_10754ed5ef,user_000046,2025-02-07T22:39:52,3034,desktop,Windows,word_of_mouth,converted
sess_529adeb037,user_000239,2025-01-13T18:07:21,2842,desktop,Windows,google_search,browsing
sess_e8eb2e6f80,user_000210,2025-03-15T02:22:52,1814,mobile,Android,direct,converted
sess_636a708376,user_000358,2025-03-18T20:13:54,552,tablet,iPadOS,word_of_mouth,browsing
sess_48634d9a6b,user_000326,2025-02-01T07:50:08,3534,mobile,Android,word_of_mouth,converted
sess_a92e04f83b,user_000428,2025-02-19T09:59:11,3497,tablet,iPadOS,google_search,converted
sess_4c01eae75c,user_000396,2025-02-24T21:53:55,2560,desktop,macOS,sms_campaign,converted
sess_ea0e075faf,user_000113,2025-03-07T19:23:25,526,desktop,Linux,facebook,abandoned
sess_221f346e03,user_000270,2025-01-17T01:53:10,2520,desktop,Linux,direct,browsing
sess_0ea89b5062,user_000200,2025-01-13T20:35:17,123,tablet,iPadOS,whatsapp,abandoned
sess_6c88ee5a05,user_000376,2025-03-14T11:11:18,1269,tablet,iPadOS,sms_campaign,abandoned
sess_5eeefea2f2,user_000389,2025-02-13T13:55:04,63,mobile,Android,direct,browsing
sess_ff9e613d85,user_000127,2025-02-20T06:29:35,1573,desktop,Linux,google_search,browsing
sess_9f2dba43c3,user_000095,2025-02-28T17:21:40,2208,desktop,Windows,facebook,converted
sess_fb343c622a,user_000130,2025-02-20T23:47:08,767,mobile,Android,facebook,abandoned
sess_40a4003b32,user_000016,2025-02-27T10:08:50,2570,tablet,Android,facebook,abandoned
sess_e8bb431afe,user_000468,2025-02-25T04:25:59,3448,tablet,iPadOS,google_search,abandoned
sess_dce5b5948f,user_000115,2025-01-08T01:02:11,2749,mobile,Android,facebook,browsing
sess_fd28dda451,user_000107,2025-02-14T14:59:47,225,mobile,Android,word_of_mouth,abandoned
sess_f03a57980b,user_000241,2025-03-03T03:42:53,199,tablet,Android,direct,abandoned
sess_a3b22b42c7,user_000024,2025-03-04T18:42:58,2074,desktop,Windows,word_of_mouth,browsing
sess_b2410662a2,user_000481,2025-03-13T16:37:59,3055,mobile,iOS,google_search,browsing
sess_af7c15c2df,user_000354,2025-02-12T11:03:04,2965,tablet,iPadOS,whatsapp,abandoned
sess_9a85fc7faf,user_000347,2025-03-11T11:33:32,541,tablet,iPadOS,google_search,converted
sess_47e2136462,user_000186,2025-03-11T01:08:30,1200,desktop,macOS,word_of_mouth,converted
sess_7d0a159fd7,user_000284,2025-03-30T01:57:59,1896,mobile,iOS,facebook,converted
sess_75a54507fc,user_000011,2025-03-01T01:27:54,1134,desktop,Windows,sms_campaign,abandoned
